Subject,Gender,Education05,Income87,Job05,Income05,Weight05,HeightFeet05,HeightInch05,Imagazine,Inewspaper,Ilibrary,MotherEd,FatherEd,FamilyIncome78,Science,Arith,Word,Parag,Number,Coding,Auto,Math,Mechanic,Elec,AFQT,Esteem81_1,Esteem81_2,Esteem81_3,Esteem81_4,Esteem81_5,Esteem81_6,Esteem81_7,Esteem81_8,Esteem81_9,Esteem81_10,Esteem87_1,Esteem87_2,Esteem87_3,Esteem87_4,Esteem87_5,Esteem87_6,Esteem87_7,Esteem87_8,Esteem87_9,Esteem87_10
323,male,12,59387,"",80000,205,5,11,1,1,1,13,12,30000,19,24,25,13,32,43,15,21,13,17,65.825,1,1,4,1,4,1,1,3,4,4,1,1,4,1,4,1,1,4,4,4
324,male,9,0,6200 TO 6940: Construction Trade and Extraction Workers,23000,203,5,10,1,1,1,12,12,30000,6,11,11,4,26,30,11,7,11,9,10.373,1,1,4,2,4,1,1,3,3,3,2,2,3,2,3,2,2,3,3,3
327,female,16,25000,"10 TO 430: Executive, Administrative and Managerial Occupations",28000,165,5,9,1,1,1,15,16,75000,23,28,35,13,32,64,12,22,16,16,88.257,1,1,4,1,1,1,1,4,2,4,1,1,4,1,4,1,1,4,2,4
335,female,15,14500,4700 TO 4960: Sales and Related Workers,10000,184,5,4,1,1,1,13,12,800,18,20,27,14,32,36,5,18,14,11,62.746,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,3
341,female,14,19000,"2600 TO 2760: Entertainers and Performers, Sports and Related Workers",125000,140,5,5,1,1,1,12,16,17000,17,15,32,12,49,54,13,14,12,10,46.696,2,2,4,2,4,2,2,2,3,4,2,2,4,2,4,2,2,4,3,4
342,male,17,26300,"1300 TO 1560: Engineers, Architects, Surveyers, Engineering and Related Technicians",96000,180,5,10,1,1,1,12,16,17000,25,29,34,14,39,58,20,24,24,20,95.123,2,1,3,1,4,2,2,3,4,4,2,2,4,2,4,1,2,3,3,3
346,male,16,19000,"10 TO 430: Executive, Administrative and Managerial Occupations",120000,200,5,9,1,1,1,12,8,15300,15,15,25,12,50,47,12,10,15,12,43.221,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
348,male,12,59387,6200 TO 6940: Construction Trade and Extraction Workers,164307,190,5,8,1,1,1,12,12,49000,16,20,29,11,38,48,21,15,19,11,36.155,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
350,male,17,10000,6200 TO 6940: Construction Trade and Extraction Workers,100000,212,5,9,1,1,1,12,12,49000,17,15,25,12,32,41,14,16,13,12,47.18,1,2,4,1,4,1,1,3,4,4,1,1,4,1,4,1,1,4,3,3
351,male,12,27000,3700 TO 3950: Protective Service Occupations,39000,185,6,1,1,1,1,12,16,35000,19,9,26,8,32,17,5,7,8,10,19.021,1,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,1,4,4,3
354,female,12,20000,4700 TO 4960: Sales and Related Workers,9600,160,5,4,1,1,1,12,12,21975,20,23,34,12,42,60,15,15,14,16,65.997,2,2,4,2,4,2,2,4,4,4,1,1,3,2,3,2,2,3,2,3
355,male,13,19700,"10 TO 430: Executive, Administrative and Managerial Occupations",120000,185,5,5,1,1,1,12,12,21975,17,16,27,10,34,47,16,13,21,13,55.481,1,1,4,1,4,1,2,4,4,4,1,1,4,1,4,1,1,4,3,4
356,male,11,20000,5000 TO 5930: Office and Administrative Support Workers,50000,155,5,7,1,1,1,12,12,25000,19,17,30,11,39,49,20,7,15,11,41.794,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,2,4,4,4
357,male,16,25000,3700 TO 3950: Protective Service Occupations,80000,200,5,8,1,1,1,12,13,25000,18,14,34,14,44,45,8,13,12,11,68.746,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,2,4,4,4
358,male,16,17000,3700 TO 3950: Protective Service Occupations,110000,212,6,0,1,1,1,12,14,40000,16,14,25,11,31,37,12,8,14,8,28.374,1,2,3,1,4,1,1,4,2,3,1,1,4,1,4,1,1,4,4,4
359,female,16,14000,"10 TO 430: Executive, Administrative and Managerial Occupations",60000,135,5,4,1,1,1,14,13,30000,10,9,26,13,43,54,12,8,9,6,37.74,2,2,4,1,3,2,2,3,3,3,1,2,3,2,3,2,2,3,3,3
360,female,19,6800,5000 TO 5930: Office and Administrative Support Workers,34000,118,5,2,1,1,1,16,16,45000,22,27,30,14,40,62,19,25,22,12,80.272,1,1,4,2,4,2,2,3,3,4,1,1,4,1,4,1,1,4,3,4
362,male,12,50,4200 TO 4250: Cleaning and Building Service Occupations,48000,155,5,11,1,1,1,12,13,12000,15,16,23,6,10,39,7,9,10,6,19.625,1,1,3,2,3,3,3,3,2,2,2,2,3,2,3,2,3,1,2,2
367,female,16,14000,2800 TO 2960: Media and Communications Workers,58000,210,5,10,1,1,1,16,16,30000,16,25,33,13,41,30,14,20,10,8,76.624,1,1,4,1,4,2,2,3,2,3,1,1,4,1,4,1,2,3,3,3
369,female,16,20000,5000 TO 5930: Office and Administrative Support Workers,12000,127,5,5,1,1,1,12,19,46000,23,29,33,14,47,39,12,24,19,11,91.042,2,2,3,2,3,2,2,3,3,3,1,1,4,2,3,2,2,4,3,4
373,female,12,12000,5000 TO 5930: Office and Administrative Support Workers,9000,147,5,0,0,1,1,4,4,30270,9,9,21,10,21,52,8,5,10,6,11.771,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,3,3,3
375,male,12,22000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",17500,160,5,5,0,1,1,4,4,30270,8,13,10,7,24,21,13,7,16,8,11.374,1,1,4,1,4,2,1,4,4,4,2,2,3,2,3,2,2,3,3,3
376,male,18,16000,2200 TO 2340: Teachers,47000,180,5,4,1,1,1,12,12,8500,16,30,32,14,39,33,13,12,15,14,83.17,1,1,4,1,4,1,1,4,4,4,2,2,4,2,3,2,2,3,4,4
377,male,12,-2,"10 TO 430: Executive, Administrative and Managerial Occupations",10000,136,5,6,0,1,1,9,12,5400,16,15,32,6,24,15,22,7,18,15,32.899,1,1,4,1,4,2,2,3,4,4,1,1,4,1,3,1,2,3,4,4
381,male,12,59387,1000 TO 1240: Mathematical and Computer Scientists,105000,220,6,2,0,1,1,10,12,12320,15,24,28,11,44,63,16,14,17,10,49.149,1,1,4,1,4,1,1,3,3,3,1,1,4,1,4,1,1,4,4,4
385,female,12,13500,5000 TO 5930: Office and Administrative Support Workers,41500,128,5,2,1,1,1,10,8,21500,15,12,28,10,24,45,9,10,8,6,39.687,1,1,4,1,4,1,1,4,4,4,2,1,4,1,4,1,2,3,3,4
386,female,12,19000,5000 TO 5930: Office and Administrative Support Workers,43000,119,5,6,1,1,1,10,7,21500,13,12,33,13,42,51,9,12,11,5,63.197,1,1,4,2,4,1,2,2,3,3,1,2,4,2,3,2,1,1,3,4
388,female,15,20900,3000 TO 3260: Health Diagnosing and Treating Practitioners,70000,240,5,1,0,1,1,12,14,11148,20,20,35,13,39,47,13,15,14,15,78.241,2,2,3,3,3,2,2,3,3,3,2,2,4,2,4,4,2,4,2,4
391,female,12,0,4200 TO 4250: Cleaning and Building Service Occupations,35000,190,5,7,0,1,1,12,12,14000,9,9,24,5,22,48,10,9,13,2,23.959,1,1,3,2,4,2,2,3,3,3,2,2,4,2,3,2,2,3,3,3
392,male,12,39000,"7900 TO 8960: Setters, Operators and Tenders",60000,230,6,0,1,1,1,11,12,29000,23,29,33,15,36,55,24,20,25,20,93.142,2,2,3,2,3,2,2,3,2,3,1,1,4,1,4,1,1,4,4,4
393,male,13,26000,1000 TO 1240: Mathematical and Computer Scientists,68000,220,5,11,1,1,1,11,12,29000,20,27,31,9,34,47,24,24,22,16,76.768,1,2,4,2,4,4,3,1,1,1,1,1,3,1,4,1,1,3,3,4
399,female,18,15000,2200 TO 2340: Teachers,62500,145,5,4,1,1,1,12,10,25500,21,25,31,14,40,55,18,18,16,14,66.314,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
400,female,16,39500,4700 TO 4960: Sales and Related Workers,75000,140,5,5,1,1,1,12,10,25500,24,29,35,15,46,75,18,25,18,17,100,1,1,4,1,4,1,1,4,1,4,1,1,3,1,4,1,2,4,3,3
401,female,12,1000,4000 TO 4160: Food Preparation and Serving Related Occupations,11500,173,5,3,1,1,0,11,11,20000,17,12,21,11,29,40,10,7,11,11,24.833,1,1,4,1,4,1,3,3,3,1,2,2,3,2,3,2,2,3,3,3
405,female,13,13000,3300 TO 3650: Health Care Technical and Support Occupations,26000,110,5,0,0,1,1,12,15,20000,11,9,23,10,31,53,3,6,8,6,16.239,1,1,4,1,2,2,2,2,2,2,2,2,4,2,4,2,2,3,3,3
408,male,12,35000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",68000,220,6,2,1,1,1,12,12,35000,23,30,32,15,37,49,24,13,25,19,85.102,2,2,3,2,3,2,2,3,3,3,1,1,4,1,3,2,2,3,2,3
409,male,16,24000,"10 TO 430: Executive, Administrative and Managerial Occupations",180733,180,5,11,1,1,1,16,16,3617,23,27,35,14,31,39,25,22,25,19,90.513,1,1,4,1,4,2,2,3,3,3,1,1,4,1,4,2,2,3,4,4
410,male,12,22000,6200 TO 6940: Construction Trade and Extraction Workers,31085,235,5,10,1,1,0,12,12,16000,22,19,34,12,40,48,22,14,20,15,68.615,2,2,4,2,4,3,2,3,3,4,1,1,4,1,4,1,1,4,4,4
411,male,12,4000,"7900 TO 8960: Setters, Operators and Tenders",16000,220,5,11,1,0,0,11,12,20000,15,10,20,7,14,31,19,7,14,12,18.169,2,2,2,2,2,3,3,2,2,2,1,2,4,1,1,2,2,3,2,3
414,female,14,2800,3300 TO 3650: Health Care Technical and Support Occupations,21000,120,5,3,1,1,0,17,16,9500,20,18,32,11,45,60,14,19,15,11,73.351,1,1,4,1,4,2,2,4,3,3,1,1,4,1,4,1,1,4,2,3
418,female,13,10000,5000 TO 5930: Office and Administrative Support Workers,28000,160,5,5,1,1,1,13,12,6000,13,20,26,12,46,52,7,10,9,8,60.767,1,1,4,1,4,1,1,4,4,4,1,2,3,1,3,2,2,3,3,3
422,male,19,3000,"1300 TO 1560: Engineers, Architects, Surveyers, Engineering and Related Technicians",55000,175,5,6,1,1,1,16,20,63000,25,30,35,14,50,67,21,25,25,19,99.379,1,1,4,1,3,2,2,3,3,4,1,1,3,1,3,1,1,3,3,4
426,male,12,59387,"7900 TO 8960: Setters, Operators and Tenders",82000,230,6,2,1,1,1,12,12,23400,17,16,30,8,37,70,17,7,13,14,27.838,2,2,4,2,4,2,2,4,4,4,1,1,4,1,4,1,2,3,4,4
433,male,12,10000,5000 TO 5930: Office and Administrative Support Workers,21528,220,5,8,0,1,1,12,11,19000,9,4,11,7,10,22,12,3,9,9,1.622,2,2,3,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3
434,male,12,23000,3700 TO 3950: Protective Service Occupations,59000,195,6,0,0,1,1,8,8,15000,18,16,29,14,34,51,20,11,11,16,65.734,1,1,4,2,4,2,2,4,4,4,2,2,3,2,3,2,2,3,3,4
437,female,12,7000,4700 TO 4960: Sales and Related Workers,22000,200,5,4,1,1,1,8,10,19260,14,19,29,15,39,53,12,17,13,9,71.472,1,1,4,1,4,2,2,3,3,4,2,2,3,1,4,2,2,3,3,4
438,female,13,7000,5000 TO 5930: Office and Administrative Support Workers,36000,145,4,11,1,1,1,10,12,12000,15,28,29,12,32,53,12,22,16,15,79.95,1,2,3,2,3,2,2,2,3,4,2,2,4,2,4,2,2,3,3,3
439,female,16,22000,3000 TO 3260: Health Diagnosing and Treating Practitioners,77000,175,5,5,1,1,0,12,8,18000,19,24,31,14,45,72,15,20,12,9,75.485,1,1,4,2,4,1,4,4,4,4,1,1,4,1,4,1,1,4,4,4
442,female,13,1500,5000 TO 5930: Office and Administrative Support Workers,15000,175,5,4,1,1,1,12,8,14750,18,13,32,14,26,37,12,15,11,11,64.195,1,1,4,2,4,2,2,4,4,4,2,2,4,2,3,2,1,3,3,3
443,male,14,11000,"7900 TO 8960: Setters, Operators and Tenders",47000,160,5,11,1,1,0,16,14,10000,25,30,34,14,34,36,24,23,22,16,97.365,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
444,female,16,10000,5000 TO 5930: Office and Administrative Support Workers,1500,190,5,7,1,1,0,13,16,40000,19,17,33,15,33,58,12,18,13,13,80.238,1,1,3,2,4,2,2,4,4,3,1,1,4,1,4,1,2,3,4,4
445,male,16,3300,5000 TO 5930: Office and Administrative Support Workers,40000,245,6,2,1,1,1,14,16,40000,21,20,32,14,39,56,15,21,19,16,93.639,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
446,female,12,0,3300 TO 3650: Health Care Technical and Support Occupations,32000,115,5,1,0,1,1,12,11,7000,14,11,25,11,30,35,11,8,6,10,25.328,2,2,3,2,3,2,2,3,2,3,1,1,4,1,4,1,1,4,4,4
449,female,12,10686,3300 TO 3650: Health Care Technical and Support Occupations,14000,190,5,2,1,1,1,12,12,30000,18,19,30,13,47,48,15,9,15,15,47.638,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,2,1,2,4,4
456,male,18,25000,2200 TO 2340: Teachers,50000,189,5,8,1,1,1,12,14,37000,17,19,32,11,30,49,14,18,18,17,48.986,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
457,male,16,19500,"10 TO 430: Executive, Administrative and Managerial Occupations",53000,195,5,9,1,1,1,15,14,35500,23,24,31,14,28,39,16,21,22,13,78.555,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
458,female,18,17750,2200 TO 2340: Teachers,65000,240,5,7,1,1,1,12,12,40000,20,28,33,13,50,62,13,18,19,8,86.548,2,2,3,2,3,3,3,3,2,2,1,1,4,1,4,2,2,4,2,1
459,female,20,35000,2200 TO 2340: Teachers,10000,130,5,4,1,1,1,12,12,20000,13,30,29,12,38,54,13,25,16,10,85.905,1,1,4,1,4,2,2,3,2,3,1,1,4,1,4,1,1,4,2,4
460,female,13,15800,5000 TO 5930: Office and Administrative Support Workers,21400,194,5,6,1,1,1,12,10,10000,16,9,28,10,44,61,15,12,10,7,31.254,2,2,4,2,4,2,2,4,4,4,2,2,4,2,4,2,2,4,4,3
461,male,16,26000,"2600 TO 2760: Entertainers and Performers, Sports and Related Workers",85000,164,5,7,1,1,1,12,18,40000,23,29,32,14,42,36,23,22,21,18,90.491,1,1,4,1,4,2,2,3,3,3,1,1,4,2,4,2,2,2,3,4
464,male,14,24000,4700 TO 4960: Sales and Related Workers,78000,210,5,11,1,1,1,12,12,26000,22,25,30,15,50,69,20,22,13,13,79.33,1,1,4,1,4,2,2,3,3,2,1,2,3,1,4,2,1,3,3,3
465,female,12,6300,5000 TO 5930: Office and Administrative Support Workers,12000,160,5,6,1,1,0,12,12,17500,19,29,30,12,37,54,8,25,16,11,85.844,1,1,3,2,3,2,1,3,4,4,1,1,4,1,4,1,1,4,4,4
470,male,12,0,6200 TO 6940: Construction Trade and Extraction Workers,46000,200,6,0,1,1,0,8,6,5040,11,11,8,7,26,8,13,6,10,4,11.35,2,2,3,2,2,2,2,2,3,3,1,1,3,1,3,2,2,3,3,3
479,male,16,0,6200 TO 6940: Construction Trade and Extraction Workers,86000,214,6,2,1,1,1,12,12,24000,18,19,30,15,33,45,18,11,19,12,76.189,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,2,2,2,3,3
480,male,18,22000,3700 TO 3950: Protective Service Occupations,60000,200,5,10,1,1,1,12,12,30000,18,20,29,13,34,37,23,14,22,16,51.896,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,3,3,3
481,male,19,36000,"2100 TO 2150: Lawyers, Judges and Legal Support Workers",388725,250,6,3,1,1,1,16,16,30000,25,30,35,13,46,50,20,25,23,16,93.653,2,2,3,2,3,2,2,2,3,3,1,1,4,1,4,1,1,3,3,4
482,male,19,6000,"1300 TO 1560: Engineers, Architects, Surveyers, Engineering and Related Technicians",122000,185,6,2,1,1,1,16,16,50000,22,28,34,11,39,56,21,23,19,15,77.991,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,2,4,2,4
484,male,12,7000,6200 TO 6940: Construction Trade and Extraction Workers,30000,180,5,9,1,1,1,12,10,52000,14,12,18,7,28,36,13,6,9,10,13.303,1,1,4,1,4,1,1,1,4,4,2,2,3,1,4,2,2,3,3,3
486,male,12,25000,4700 TO 4960: Sales and Related Workers,196424,210,2,9,1,1,1,12,14,24000,15,15,22,13,27,40,19,11,15,11,50.498,1,1,4,1,4,1,2,3,4,4,2,1,3,1,4,1,2,3,4,4
489,male,14,27000,"1300 TO 1560: Engineers, Architects, Surveyers, Engineering and Related Technicians",85000,190,6,1,1,1,0,12,18,30000,17,29,29,9,40,57,15,18,15,10,59.586,1,1,4,1,4,1,2,3,3,4,1,1,4,1,4,1,1,4,4,4
491,female,12,8000,4500 TO 4650: Personal Care and Service Workers,20000,137,5,4,0,1,1,12,11,46000,12,14,13,4,35,19,12,7,11,9,13.761,1,1,4,1,4,1,1,4,4,4,1,1,4,1,2,1,1,2,4,4
495,female,14,2000,1000 TO 1240: Mathematical and Computer Scientists,29821,140,5,7,1,1,1,12,12,30000,19,21,33,14,40,49,14,11,16,17,69.07,2,2,3,2,3,2,3,2,2,3,1,1,3,2,4,2,2,2,3,1
496,female,16,0,1000 TO 1240: Mathematical and Computer Scientists,25000,195,5,8,1,1,1,12,12,30000,20,28,34,14,45,47,14,19,17,16,92.866,1,1,4,1,4,1,2,4,4,4,1,1,3,1,4,1,1,4,4,4
499,female,13,8400,5000 TO 5930: Office and Administrative Support Workers,36000,170,5,2,1,1,1,10,11,40000,12,12,27,10,40,53,11,14,14,6,39.163,2,1,4,2,4,2,2,3,4,4,1,2,4,2,4,2,2,4,4,4
500,female,14,8300,1000 TO 1240: Mathematical and Computer Scientists,53000,168,5,3,1,1,1,10,11,40000,15,18,29,12,48,59,13,16,13,9,64.295,2,1,4,2,3,2,2,3,3,3,2,2,4,1,4,2,2,3,3,4
501,female,19,12000,2200 TO 2340: Teachers,25000,180,5,6,1,1,1,12,12,30000,23,20,35,15,30,42,15,10,17,13,78.966,2,2,4,2,4,2,2,4,3,4,1,1,4,1,4,1,1,4,4,4
502,male,12,32000,"10 TO 430: Executive, Administrative and Managerial Occupations",90000,185,5,11,1,1,1,16,12,30000,21,26,29,13,44,51,24,17,21,18,71.792,1,1,4,1,4,1,1,1,1,1,1,1,4,1,4,1,1,4,3,3
503,female,12,0,"10 TO 430: Executive, Administrative and Managerial Occupations",23000,185,5,6,0,1,1,10,10,30000,13,14,23,15,35,57,13,15,16,9,56.773,1,1,4,1,4,2,3,3,4,4,1,1,4,1,4,1,2,3,3,3
505,male,12,10300,5000 TO 5930: Office and Administrative Support Workers,28000,225,5,11,0,1,0,12,12,55000,11,14,25,7,45,51,17,9,7,12,26.498,1,1,3,1,1,1,2,2,2,2,2,2,3,2,3,2,2,3,3,3
506,female,16,18000,5000 TO 5930: Office and Administrative Support Workers,43000,280,5,4,1,1,1,12,14,55000,14,14,28,12,36,49,10,10,9,10,43.741,1,1,4,1,1,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
520,male,16,28500,"10 TO 430: Executive, Administrative and Managerial Occupations",73000,223,6,0,1,1,1,12,8,35000,11,11,23,8,28,47,9,15,17,9,26.381,1,1,4,1,4,1,1,4,4,4,1,1,3,1,3,2,2,3,3,3
521,male,17,16500,7700 TO 7750: Production and Operating Workers,80000,210,5,10,0,1,1,11,11,35000,14,14,23,12,25,43,10,18,8,11,37.473,1,1,3,1,3,1,1,3,3,3,2,2,4,2,4,2,2,3,3,4
527,female,13,15500,1000 TO 1240: Mathematical and Computer Scientists,50000,125,5,3,0,1,1,13,20,14000,19,21,34,14,47,25,13,10,17,12,61.184,2,2,3,2,3,2,2,3,2,3,1,1,4,1,4,1,1,4,4,4
533,female,15,12000,5000 TO 5930: Office and Administrative Support Workers,5000,172,5,0,1,1,1,12,12,25000,16,16,30,15,35,56,12,7,14,10,55.185,2,1,3,2,3,2,2,2,3,3,1,2,4,2,4,2,2,3,3,3
540,male,12,16000,4700 TO 4960: Sales and Related Workers,60000,210,5,9,1,1,1,8,8,11000,11,12,15,8,50,42,12,5,8,9,16.138,1,1,4,1,4,2,1,3,3,3,1,1,4,1,4,1,1,4,3,3
543,male,12,59387,9000 TO 9750: Transportation and Material Moving Workers,98000,235,5,11,0,1,1,12,12,60000,15,9,28,7,25,48,17,7,7,10,21.108,1,1,4,2,4,1,2,3,3,3,1,1,3,2,3,2,2,3,3,3
547,male,11,11000,4700 TO 4960: Sales and Related Workers,69000,240,5,9,1,1,1,9,16,25000,12,18,25,13,25,22,21,12,14,11,45.744,1,1,3,1,3,2,1,3,2,3,1,1,4,1,4,2,2,2,4,4
548,female,12,5000,4000 TO 4160: Food Preparation and Serving Related Occupations,15000,220,5,6,1,1,1,12,15,27000,15,22,31,12,34,48,11,15,15,13,72.071,1,1,4,1,4,1,2,4,4,4,1,1,4,1,4,1,1,4,4,4
550,female,12,0,"10 TO 430: Executive, Administrative and Managerial Occupations",22000,190,5,6,1,1,1,14,16,22300,21,25,35,13,34,55,18,19,17,15,81.039,2,2,3,2,3,2,2,3,3,4,1,2,4,1,4,1,1,3,4,4
553,male,16,17000,"10 TO 430: Executive, Administrative and Managerial Occupations",10000,190,6,3,1,1,1,12,16,35000,23,30,35,14,48,58,17,24,16,16,99.154,2,2,3,2,3,3,3,2,3,3,2,1,3,2,3,3,3,2,2,3
554,male,19,0,500 TO 950: Management Related Occupations,1100,230,6,4,1,1,1,12,16,35000,18,25,29,14,38,40,15,23,13,7,91.427,1,1,3,1,4,1,1,2,3,3,1,1,4,1,4,2,2,3,2,3
556,male,18,59387,7700 TO 7750: Production and Operating Workers,147000,220,6,0,1,1,1,12,12,44000,23,27,34,13,26,59,21,25,23,16,86.423,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
557,female,17,4000,5000 TO 5930: Office and Administrative Support Workers,1200,124,5,5,1,1,1,12,15,37000,20,30,35,14,50,79,17,25,18,10,99.324,1,1,4,1,4,1,1,4,3,4,1,1,4,1,4,1,1,2,4,4
558,female,17,14000,2200 TO 2340: Teachers,36000,125,5,4,1,1,1,12,15,37000,18,23,31,13,48,68,9,23,14,7,83.317,1,1,4,2,4,2,2,4,4,4,1,1,4,2,4,1,1,4,4,4
560,male,14,20000,4500 TO 4650: Personal Care and Service Workers,78500,189,5,4,1,1,1,12,18,33000,18,17,31,13,38,48,15,14,18,9,62.344,2,2,3,2,3,2,2,3,3,3,1,1,3,1,3,1,2,2,3,3
561,female,20,13650,2200 TO 2340: Teachers,42000,215,5,1,1,1,1,12,14,60000,19,19,35,13,41,54,14,19,16,12,76.633,2,2,3,2,3,3,3,2,3,4,1,1,4,1,4,2,2,4,4,4
562,male,20,8000,2200 TO 2340: Teachers,55000,170,5,9,1,1,1,12,13,45000,15,21,29,12,41,42,13,16,12,11,64.432,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,3,4,4
564,male,14,13300,4700 TO 4960: Sales and Related Workers,5000,165,5,6,0,1,1,12,12,45000,14,14,32,10,27,22,13,11,12,11,33.668,1,1,3,1,3,2,2,2,2,2,1,1,3,2,3,2,2,2,2,2
565,male,13,15000,"10 TO 430: Executive, Administrative and Managerial Occupations",55000,145,5,7,0,1,1,12,12,45000,17,11,27,14,41,49,17,8,8,12,35.041,1,1,4,1,3,1,1,3,3,3,1,1,4,1,1,1,2,2,3,4
583,male,13,28450,"10 TO 430: Executive, Administrative and Managerial Occupations",36000,256,6,1,1,1,1,12,15,8850,24,27,32,13,39,54,19,21,20,17,73.326,1,1,4,1,4,1,1,4,3,4,1,1,4,1,4,1,1,4,4,4
585,female,9,800,"",25000,120,5,1,1,1,1,12,12,23000,12,10,21,9,34,9,11,11,7,10,25.699,2,2,3,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2
594,male,12,25000,9000 TO 9750: Transportation and Material Moving Workers,80000,185,6,1,0,1,1,10,12,4212,10,17,24,13,36,18,6,9,9,8,53.342,1,1,4,1,4,2,2,2,3,4,1,1,4,1,4,1,2,4,4,4
597,male,11,9900,4200 TO 4250: Cleaning and Building Service Occupations,500,150,5,9,0,1,1,7,0,10000,14,3,11,5,22,17,13,6,7,9,2.826,1,2,4,2,3,2,2,2,3,3,1,2,3,2,3,2,2,2,3,3
604,female,15,4000,"",40000,183,5,5,1,1,1,12,12,30000,13,16,29,13,50,40,13,13,12,8,62.762,2,2,4,2,3,2,2,3,3,3,1,1,4,2,3,2,2,3,3,3
606,male,13,18000,"7900 TO 8960: Setters, Operators and Tenders",35000,250,6,2,1,1,1,11,14,35000,21,15,31,13,34,53,10,13,19,16,72.782,1,1,4,1,4,2,2,3,4,4,1,2,4,1,2,1,2,3,3,3
608,female,16,0,500 TO 950: Management Related Occupations,27000,168,5,3,0,1,1,14,16,30000,17,23,33,15,50,78,13,24,17,8,88.693,2,2,4,1,4,1,1,3,4,4,1,1,4,1,4,1,1,4,4,4
612,female,16,3500,3000 TO 3260: Health Diagnosing and Treating Practitioners,46136,145,5,6,1,1,1,12,12,4000,12,15,32,13,30,61,5,15,9,7,48.877,1,1,4,2,4,1,2,3,3,4,1,1,4,1,4,1,1,4,4,4
613,male,12,16000,4200 TO 4250: Cleaning and Building Service Occupations,95000,165,5,9,1,1,1,16,12,11000,15,18,21,8,23,36,19,10,13,15,35.747,1,1,3,2,4,2,2,3,3,3,1,1,3,2,3,1,2,3,2,3
616,male,12,16500,"10 TO 430: Executive, Administrative and Managerial Occupations",25000,130,5,4,0,0,0,9,9,27000,12,9,8,5,4,6,6,8,8,4,9.141,1,1,3,1,3,1,2,3,3,3,2,2,3,2,3,2,2,3,3,3
622,female,15,10000,"10 TO 430: Executive, Administrative and Managerial Occupations",36500,192,5,5,0,0,1,13,13,5000,8,16,21,13,36,31,6,14,13,10,52.674,1,1,4,1,4,1,1,4,4,4,1,1,4,2,4,1,2,4,4,4
631,male,11,0,"7000 TO 7620: Installation, Maintenance and Repairs Workers",18000,167,5,10,0,1,0,10,9,6060,16,12,20,10,29,35,24,11,7,15,22.379,1,2,4,1,4,2,2,3,3,3,1,2,4,2,4,2,2,3,2,3
632,female,12,0,4500 TO 4650: Personal Care and Service Workers,4000,170,5,5,0,1,1,9,9,8060,18,7,13,5,22,49,7,2,9,4,1.31,1,1,4,1,4,1,1,3,3,3,1,2,4,1,4,1,1,4,3,4
636,female,12,15500,"10 TO 430: Executive, Administrative and Managerial Occupations",40000,195,5,1,1,1,0,12,12,75001,15,8,27,13,30,54,13,8,13,13,34.526,1,1,4,1,3,1,1,3,3,3,2,2,3,2,3,2,2,3,3,3
639,male,12,21000,4700 TO 4960: Sales and Related Workers,35000,140,5,8,1,1,0,12,15,25000,16,13,28,13,39,45,18,15,18,12,60.396,1,1,3,1,3,2,2,2,4,4,2,2,3,2,3,2,2,2,2,3
640,female,12,11400,5000 TO 5930: Office and Administrative Support Workers,42000,213,5,7,0,1,1,10,11,20000,16,19,29,14,49,58,19,20,13,15,77.715,1,1,4,1,1,1,1,3,3,4,1,1,4,1,4,1,1,4,3,4
645,male,16,32000,1000 TO 1240: Mathematical and Computer Scientists,163172,190,6,2,1,1,1,12,14,75001,19,28,31,13,43,52,22,25,22,15,86.137,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,2,3,3,3
646,female,12,2570,5000 TO 5930: Office and Administrative Support Workers,12500,100,5,1,1,1,1,12,12,15000,6,5,11,2,14,21,7,6,5,7,1.79,2,2,3,2,2,2,2,2,3,3,2,2,3,2,3,2,2,3,3,3
